time,P,G(i),H_sun,T2m,WS10m,Int
20230713:1110,467.64,606.99,64.24,25.04,2.55,0.0
20230713:1210,434.39,561.66,60.66,25.62,3.17,0.0
20230713:1310,98.27,139.52,53.33,24.95,2.97,0.0
20230713:1410,42.44,69.27,44.15,24.19,2.48,0.0
20230713:1510,24.11,44.88,34.21,23.81,2.0,0.0
20230713:1610,101.97,143.73,24.1,23.54,2.07,0.0
20230713:1710,22.05,41.95,14.2,23.25,2.21,0.0
20230713:1810,3.94,14.33,4.83,22.5,2.21,0.0
20230713:1910,0.0,0.0,0.0,20.11,1.31,0.0
20230713:2010,0.0,0.0,0.0,19.17,1.66,0.0
20230713:2110,0.0,0.0,0.0,18.39,1.93,0.0
20230713:2210,0.0,0.0,0.0,18.19,2.07,0.0
20230713:2310,0.0,0.0,0.0,18.01,2.14,0.0
20230714:0010,0.0,0.0,0.0,17.7,2.28,0.0
20230714:0110,0.0,0.0,0.0,17.51,2.62,0.0
20230714:0210,0.0,0.0,0.0,17.47,2.69,0.0
20230714:0310,0.0,0.0,0.0,17.18,2.62,0.0
20230714:0410,9.99,23.89,7.95,17.0,2.28,0.0
20230714:0510,90.34,128.5,17.55,17.88,1.79,0.0
20230714:0610,289.7,377.82,27.57,20.16,1.52,0.0
20230714:0710,468.35,597.29,37.67,21.35,1.72,0.0
20230714:0810,598.31,776.27,47.42,22.67,1.72,0.0
20230714:0910,686.41,917.17,56.1,23.68,1.31,0.0
20230714:1010,725.98,1002.65,62.33,24.47,0.62,0.0
20230714:1110,718.63,1000.45,64.1,25.22,0.48,0.0
20230714:1210,683.93,932.84,60.54,26.09,1.1,0.0
20230714:1310,655.41,878.36,53.23,26.56,1.66,0.0
20230714:1410,484.26,631.9,44.07,26.59,2.14,0.0
20230714:1510,314.23,410.13,34.13,26.47,2.55,0.0
20230714:1610,185.6,253.37,24.02,25.78,2.9,0.0
20230714:1710,34.12,58.54,14.11,24.82,2.55,0.0
20230714:1810,12.11,27.71,4.73,23.61,2.21,0.0
20230714:1910,0.0,0.0,0.0,22.38,2.34,0.0
20230714:2010,0.0,0.0,0.0,21.35,2.34,0.0
20230714:2110,0.0,0.0,0.0,20.58,2.55,0.0
20230714:2210,0.0,0.0,0.0,20.04,2.55,0.0
20230714:2310,0.0,0.0,0.0,19.57,2.41,0.0
20230715:0010,0.0,0.0,0.0,19.06,2.34,0.0
20230715:0110,0.0,0.0,0.0,18.83,2.41,0.0
20230715:0210,0.0,0.0,0.0,18.47,2.34,0.0
20230715:0310,0.0,0.0,0.0,18.13,2.28,0.0
20230715:0410,28.5,49.69,7.82,17.96,2.07,0.0
20230715:0510,121.07,188.98,17.42,19.0,1.79,0.0
20230715:0610,298.05,389.75,27.45,21.17,2.07,0.0
20230715:0710,465.24,598.96,37.55,22.78,1.52,0.0
20230715:0810,597.35,780.39,47.29,24.55,1.93,0.0
20230715:0910,700.96,933.02,55.96,26.03,2.34,0.0
20230715:1010,758.26,1019.98,62.18,27.31,2.83,0.0
20230715:1110,764.01,1030.09,63.94,28.41,3.17,0.0
20230715:1210,742.29,996.92,60.41,29.23,3.45,0.0
20230715:1310,669.54,888.42,53.13,29.82,3.72,0.0
20230715:1410,549.89,719.87,43.97,30.04,3.93,0.0
20230715:1510,399.34,523.33,34.04,29.9,4.14,0.0
20230715:1610,226.23,316.55,23.93,29.34,4.07,0.0
20230715:1710,66.15,127.03,14.02,28.44,3.59,0.0
20230715:1810,11.26,26.75,4.63,27.05,3.38,0.0
20230715:1910,0.0,0.0,0.0,25.47,3.52,0.0
20230715:2010,0.0,0.0,0.0,24.51,3.52,0.0
20230715:2110,0.0,0.0,0.0,23.76,3.59,0.0
20230715:2210,0.0,0.0,0.0,23.21,3.72,0.0
20230715:2310,0.0,0.0,0.0,22.75,3.66,0.0
20230716:0010,0.0,0.0,0.0,22.28,3.52,0.0
20230716:0110,0.0,0.0,0.0,21.58,3.1,0.0
20230716:0210,0.0,0.0,0.0,20.95,2.76,0.0
20230716:0310,0.0,0.0,0.0,20.33,2.28,0.0
20230716:0410,26.05,46.82,7.69,19.9,1.86,0.0
20230716:0510,115.22,179.38,17.3,20.75,1.45,0.0
20230716:0610,280.59,371.61,27.32,22.69,1.31,0.0
20230716:0710,442.95,575.04,37.42,25.22,1.72,0.0
20230716:0810,587.74,762.84,47.16,26.65,3.24,0.0
20230716:0910,694.4,912.83,55.81,27.5,3.72,0.0
20230716:1010,746.22,993.72,62.02,28.26,3.72,0.0
20230716:1110,746.76,1003.69,63.79,28.96,3.38,0.0
20230716:1210,712.35,960.23,60.27,29.52,2.97,0.0
20230716:1310,627.41,840.79,53.02,29.95,2.55,0.0
20230716:1410,523.49,696.08,43.88,29.91,2.07,0.0
20230716:1510,380.16,508.2,33.95,29.87,1.38,0.0
20230716:1610,214.31,304.66,23.84,29.69,1.03,0.0
20230716:1710,65.15,122.51,13.92,29.27,0.55,0.0
20230716:1810,10.56,25.8,4.53,28.05,0.34,0.0
20230716:1910,0.0,0.0,0.0,27.33,1.59,0.0
20230716:2010,0.0,0.0,0.0,25.98,1.72,0.0
20230716:2110,0.0,0.0,0.0,24.34,1.79,0.0
20230716:2210,0.0,0.0,0.0,23.47,1.79,0.0
20230716:2310,0.0,0.0,0.0,22.76,1.79,0.0
20230717:0010,0.0,0.0,0.0,22.25,1.79,0.0
20230717:0110,0.0,0.0,0.0,21.94,1.72,0.0
20230717:0210,0.0,0.0,0.0,21.33,1.66,0.0
20230717:0310,0.0,0.0,0.0,20.73,1.59,0.0
20230717:0410,23.85,43.95,7.55,20.37,1.38,0.0
20230717:0510,110.8,169.48,17.16,22.21,0.76,0.0
20230717:0610,267.94,360.08,27.19,24.88,0.76,0.0
20230717:0710,439.5,565.41,37.29,25.0,2.55,0.0
20230717:0810,573.16,747.06,47.02,26.26,2.55,0.0
20230717:0910,670.24,889.65,55.66,27.57,2.76,0.0
20230717:1010,711.97,955.7,61.85,28.46,2.9,0.0
20230717:1110,70.11,105.37,63.62,26.73,3.1,0.0
20230717:1210,54.72,85.86,60.13,26.84,3.31,0.0
20230717:1310,74.28,111.23,52.9,28.07,3.38,0.0
20230717:1410,286.66,374.89,43.77,27.5,3.52,0.0
20230717:1510,381.05,494.07,33.85,26.62,3.17,0.0
20230717:1610,219.65,305.62,23.74,26.75,2.55,0.0
20230717:1710,41.35,68.77,13.82,26.53,2.0,0.0
20230717:1810,0.0,2.87,4.41,25.87,1.31,0.0
20230717:1910,0.0,0.0,0.0,24.56,0.97,0.0
20230717:2010,0.0,0.0,0.0,23.63,1.1,0.0
20230717:2110,0.0,0.0,0.0,23.05,1.52,0.0
20230717:2210,0.0,0.0,0.0,21.94,1.66,0.0
20230717:2310,0.0,0.0,0.0,21.47,1.79,0.0
20230718:0010,0.0,0.0,0.0,21.51,1.86,0.0
20230718:0110,0.0,0.0,0.0,21.49,1.93,0.0
20230718:0210,0.0,0.0,0.0,21.13,1.93,0.0
20230718:0310,0.0,0.0,0.0,20.48,1.86,0.0
20230718:0410,3.47,13.38,7.41,20.62,1.72,0.0
20230718:0510,102.19,150.14,17.03,20.93,1.79,0.0
20230718:0610,254.77,333.85,27.06,21.44,1.86,0.0
20230718:0710,442.5,564.04,37.15,23.35,2.69,0.0
20230718:0810,583.78,753.64,46.88,24.1,2.48,0.0
20230718:0910,677.96,897.74,55.51,25.03,2.07,0.0
20230718:1010,724.47,983.21,61.69,25.92,1.59,0.0
20230718:1110,698.57,963.63,63.45,26.57,0.9,0.0
20230718:1210,467.68,622.26,59.98,27.13,1.17,0.0
20230718:1310,633.26,841.92,52.77,27.1,2.07,0.0
20230718:1410,531.37,692.5,43.66,27.44,2.76,0.0
20230718:1510,375.85,490.79,33.75,27.76,2.97,0.0
20230718:1610,18.84,38.05,23.63,27.38,2.9,0.0
20230718:1710,7.36,20.49,13.71,26.41,2.07,0.0
20230718:1810,0.0,5.73,4.3,25.72,2.28,0.0
20230718:1910,0.0,0.0,0.0,24.51,2.14,0.0
20230718:2010,0.0,0.0,0.0,23.57,2.14,0.0
20230718:2110,0.0,0.0,0.0,22.71,2.07,0.0
20230718:2210,0.0,0.0,0.0,21.93,1.72,0.0
20230718:2310,0.0,0.0,0.0,21.24,1.59,0.0
20230719:0010,0.0,0.0,0.0,20.64,1.31,0.0
20230719:0110,0.0,0.0,0.0,20.17,1.31,0.0
20230719:0210,0.0,0.0,0.0,20.25,1.31,0.0
20230719:0310,0.0,0.0,0.0,20.21,1.59,0.0
20230719:0410,0.33,6.69,7.26,20.03,1.1,0.0
20230719:0510,7.03,19.51,16.89,20.25,0.97,0.0
20230719:0610,38.95,64.39,26.92,22.47,0.76,0.0
20230719:0710,190.8,254.8,37.02,24.86,1.03,0.0
20230719:0810,170.68,231.37,46.73,26.34,1.17,0.0
20230719:0910,245.55,329.61,55.35,27.53,0.48,0.0
20230719:1010,303.08,404.12,61.51,28.25,1.17,0.0
20230719:1110,704.25,966.44,63.28,27.96,1.52,0.0
20230719:1210,220.41,297.16,59.83,28.71,1.38,0.0
20230719:1310,320.72,427.38,52.64,29.01,1.38,0.0
20230719:1410,41.3,69.27,43.54,29.21,1.52,0.0
20230719:1510,119.61,168.83,33.64,28.67,2.14,0.0
20230719:1610,176.1,241.26,23.52,25.1,1.79,0.0
20230719:1710,61.55,97.36,13.59,24.65,1.1,0.0
20230719:1810,0.0,3.82,4.17,24.16,1.03,0.0
20230719:1910,0.0,0.0,0.0,23.16,1.45,0.0
20230719:2010,0.0,0.0,0.0,21.78,1.59,0.0
20230719:2110,0.0,0.0,0.0,20.59,1.59,0.0
20230719:2210,0.0,0.0,0.0,20.09,1.66,0.0
20230719:2310,0.0,0.0,0.0,19.32,1.79,0.0
20230720:0010,0.0,0.0,0.0,18.58,1.72,0.0
20230720:0110,0.0,0.0,0.0,17.89,1.59,0.0
20230720:0210,0.0,0.0,0.0,17.28,1.45,0.0
20230720:0310,0.0,0.0,0.0,16.8,1.59,0.0
20230720:0410,0.35,6.69,7.11,16.9,1.72,0.0
20230720:0510,7.07,19.51,16.75,19.41,1.79,0.0
20230720:0610,33.23,56.59,26.78,21.31,2.0,0.0
20230720:0710,103.26,144.4,36.88,22.78,2.62,0.0
20230720:0810,400.67,510.29,46.59,23.47,3.24,0.0
20230720:0910,677.31,873.57,55.19,23.9,3.59,0.0
20230720:1010,380.64,488.09,61.33,23.94,3.31,0.0
20230720:1110,299.48,387.15,63.1,24.25,3.1,0.0
20230720:1210,399.18,514.68,59.67,24.76,2.97,0.0
20230720:1310,46.01,74.15,52.5,25.17,2.83,0.0
20230720:1410,269.09,350.66,43.42,25.05,2.41,0.0
20230720:1510,267.03,347.82,33.52,24.66,2.28,0.0
20230720:1610,151.93,208.36,23.41,24.7,2.07,0.0
20230720:1710,65.02,118.5,13.47,24.5,1.66,0.0
20230720:1810,7.84,21.02,4.04,23.02,0.83,0.0
20230720:1910,0.0,0.0,0.0,20.84,1.24,0.0
20230720:2010,0.0,0.0,0.0,20.33,1.1,0.0
20230720:2110,0.0,0.0,0.0,19.72,1.45,0.0
20230720:2210,0.0,0.0,0.0,19.21,1.66,0.0
20230720:2310,0.0,0.0,0.0,18.96,1.79,0.0
20230721:0010,0.0,0.0,0.0,18.72,1.79,0.0
20230721:0110,0.0,0.0,0.0,18.27,1.72,0.0
20230721:0210,0.0,0.0,0.0,17.97,1.52,0.0
20230721:0310,0.0,0.0,0.0,17.77,1.38,0.0
20230721:0410,0.0,5.73,6.96,17.64,1.38,0.0
20230721:0510,17.67,35.12,16.6,18.17,1.38,0.0
20230721:0610,43.59,69.27,26.64,18.84,1.86,0.0
20230721:0710,120.92,163.91,36.73,19.09,1.03,0.0
20230721:0810,37.25,61.47,46.44,19.65,1.03,0.0
20230721:0910,164.8,217.57,55.02,20.42,1.79,0.0
20230721:1010,209.97,272.4,61.15,21.3,2.97,0.0
20230721:1110,401.83,510.24,62.91,21.32,2.83,0.0
20230721:1210,447.12,567.99,59.5,21.1,2.55,0.0
20230721:1310,149.77,200.01,52.36,21.77,2.83,0.0
20230721:1410,114.67,158.06,43.29,22.48,2.76,0.0
20230721:1510,27.18,48.78,33.4,22.4,2.34,0.0
20230721:1610,17.99,36.1,23.28,22.02,1.79,0.0
20230721:1710,64.68,116.6,13.34,21.51,1.38,0.0
20230721:1810,8.52,21.98,3.91,21.19,0.9,0.0
20230721:1910,0.0,0.0,0.0,19.15,1.03,0.0
20230721:2010,0.0,0.0,0.0,18.48,0.83,0.0
20230721:2110,0.0,0.0,0.0,17.36,1.03,0.0
20230721:2210,0.0,0.0,0.0,16.47,0.83,0.0
20230721:2310,0.0,0.0,0.0,15.98,1.38,0.0
20230722:0010,0.0,0.0,0.0,15.75,1.66,0.0
20230722:0110,0.0,0.0,0.0,15.79,1.93,0.0
20230722:0210,0.0,0.0,0.0,15.78,2.07,0.0
20230722:0310,0.0,0.0,0.0,15.71,2.34,0.0
20230722:0410,20.9,39.18,6.81,15.59,2.21,0.0
20230722:0510,111.96,176.12,16.46,16.5,2.07,0.0
20230722:0610,236.27,304.85,26.5,18.12,2.07,0.0
20230722:0710,342.15,429.88,36.59,19.3,2.48,0.0
20230722:0810,411.09,517.03,46.28,20.57,2.97,0.0
20230722:0910,619.57,793.99,54.85,21.85,2.83,0.0
20230722:1010,587.08,761.17,60.96,23.1,2.41,0.0
20230722:1110,600.45,790.64,62.72,23.82,1.72,0.0
20230722:1210,124.93,172.69,59.33,24.32,1.03,0.0
20230722:1310,138.35,189.28,52.21,24.0,0.69,0.0
20230722:1410,62.95,94.64,43.16,22.06,1.52,0.0
20230722:1510,54.88,83.91,33.27,20.38,1.93,0.0
20230722:1610,26.84,47.81,23.16,19.56,1.52,0.0
20230722:1710,6.47,18.54,13.21,19.45,1.45,0.0
20230722:1810,0.0,2.87,3.77,18.93,1.38,0.0
20230722:1910,0.0,0.0,0.0,19.21,1.79,0.0
20230722:2010,0.0,0.0,0.0,18.76,1.93,0.0
20230722:2110,0.0,0.0,0.0,17.89,2.0,0.0
20230722:2210,0.0,0.0,0.0,17.15,2.0,0.0
20230722:2310,0.0,0.0,0.0,16.5,2.0,0.0
20230723:0010,0.0,0.0,0.0,15.89,1.93,0.0
20230723:0110,0.0,0.0,0.0,15.25,1.79,0.0
20230723:0210,0.0,0.0,0.0,14.43,1.59,0.0
20230723:0310,0.0,0.0,0.0,13.87,1.66,0.0
20230723:0410,20.39,38.22,6.65,13.63,1.52,0.0
20230723:0510,101.78,146.61,16.31,14.98,1.17,0.0
20230723:0610,220.18,286.07,26.35,18.15,1.03,0.0
20230723:0710,348.87,443.42,36.44,20.38,1.52,0.0
20230723:0810,540.27,691.81,46.13,22.31,2.21,0.0
20230723:0910,706.04,914.96,54.68,23.62,3.31,0.0
20230723:1010,764.11,1002.07,60.76,24.51,3.52,0.0
20230723:1110,781.28,1031.07,62.52,25.28,3.59,0.0
20230723:1210,748.39,980.28,59.15,25.58,3.86,0.0
20230723:1310,670.39,868.23,52.05,25.74,3.93,0.0
20230723:1410,548.93,701.86,43.02,25.15,3.72,0.0
20230723:1510,390.75,503.61,33.14,25.46,3.31,0.0
20230723:1610,221.41,306.31,23.02,25.44,3.38,0.0
20230723:1710,61.79,115.56,13.07,23.85,2.34,0.0
20230723:1810,6.67,19.11,3.62,23.12,1.79,0.0
20230723:1910,0.0,0.0,0.0,22.58,2.76,0.0
20230723:2010,0.0,0.0,0.0,21.76,2.62,0.0
20230723:2110,0.0,0.0,0.0,21.03,2.34,0.0
20230723:2210,0.0,0.0,0.0,20.38,2.14,0.0
20230723:2310,0.0,0.0,0.0,19.76,2.0,0.0
20230724:0010,0.0,0.0,0.0,19.17,1.86,0.0
20230724:0110,0.0,0.0,0.0,18.66,1.86,0.0
20230724:0210,0.0,0.0,0.0,18.12,1.79,0.0
20230724:0310,0.0,0.0,0.0,17.6,1.86,0.0
20230724:0410,18.59,36.31,6.5,17.56,1.93,0.0
20230724:0510,102.66,154.52,16.16,18.77,1.66,0.0
20230724:0610,260.56,343.3,26.2,21.67,1.72,0.0
20230724:0710,433.86,557.41,36.29,23.81,2.07,0.0
20230724:0810,566.1,731.38,45.97,25.5,2.97,0.0
20230724:0910,650.92,845.75,54.5,26.54,4.0,0.0
20230724:1010,707.99,926.7,60.57,27.33,4.48,0.0
20230724:1110,747.48,984.88,62.31,28.19,4.69,0.0
20230724:1210,306.75,400.99,58.96,28.75,5.38,0.0
20230724:1310,243.96,320.22,51.89,27.73,5.93,0.0
20230724:1410,435.06,561.55,42.87,28.7,4.97,0.0
20230724:1510,73.32,110.25,33.0,28.79,4.28,0.0
20230724:1610,33.48,58.54,22.89,28.58,3.66,0.0
20230724:1710,41.24,69.22,12.93,27.98,3.03,0.0
20230724:1810,4.88,16.24,3.47,26.56,2.41,0.0
20230724:1910,0.0,0.0,0.0,24.56,2.28,0.0
20230724:2010,0.0,0.0,0.0,23.66,1.86,0.0
20230724:2110,0.0,0.0,0.0,22.61,1.38,0.0
20230724:2210,0.0,0.0,0.0,21.63,1.31,0.0
20230724:2310,0.0,0.0,0.0,20.73,1.17,0.0
20230725:0010,0.0,0.0,0.0,20.25,0.9,0.0
20230725:0110,0.0,0.0,0.0,19.78,1.17,0.0
20230725:0210,0.0,0.0,0.0,19.49,1.66,0.0
20230725:0310,0.0,0.0,0.0,19.16,1.31,0.0
20230725:0410,19.13,37.26,6.33,18.76,0.48,0.0
20230725:0510,9.56,23.42,16.0,18.97,0.62,0.0
20230725:0610,23.26,42.93,26.05,18.97,0.9,0.0
20230725:0710,26.81,47.81,36.14,19.69,1.31,0.0
20230725:0810,45.75,72.2,45.8,19.54,1.79,0.0
20230725:0910,351.61,446.47,54.32,18.89,1.17,0.0
20230725:1010,74.3,107.32,60.36,18.93,1.38,0.0
20230725:1110,111.66,152.2,62.1,18.75,1.86,0.0
20230725:1210,413.71,521.44,58.77,18.94,2.14,0.0
20230725:1310,84.11,119.03,51.72,18.78,2.0,0.0
20230725:1410,227.2,291.01,42.72,18.93,1.86,0.0
20230725:1510,156.74,206.24,32.86,19.04,2.14,0.0
20230725:1610,177.63,237.25,22.74,19.24,2.14,0.0
20230725:1710,41.58,67.27,12.78,19.12,2.0,0.0
20230725:1810,2.02,10.51,3.31,18.81,1.79,0.0
20230725:1910,0.0,0.0,0.0,19.15,0.48,0.0
20230725:2010,0.0,0.0,0.0,18.0,1.1,0.0
20230725:2110,0.0,0.0,0.0,18.19,2.0,0.0
20230725:2210,0.0,0.0,0.0,18.07,2.48,0.0
20230725:2310,0.0,0.0,0.0,18.02,2.76,0.0
20230726:0010,0.0,0.0,0.0,17.65,2.48,0.0
20230726:0110,0.0,0.0,0.0,17.26,2.48,0.0
20230726:0210,0.0,0.0,0.0,16.82,2.83,0.0
20230726:0310,0.0,0.0,0.0,16.4,3.1,0.0
20230726:0410,11.99,26.75,6.17,15.98,3.45,0.0
20230726:0510,22.21,40.98,15.85,15.96,3.31,0.0
20230726:0610,96.1,131.68,25.9,16.19,3.93,0.0
20230726:0710,186.19,236.03,35.98,14.88,3.59,0.0
20230726:0810,231.33,288.41,45.64,14.93,4.28,0.0
20230726:0910,292.8,361.04,54.13,16.02,5.66,0.0
20230726:1010,552.12,674.32,60.16,16.82,5.79,0.0
20230726:1110,727.43,898.11,61.88,17.55,5.79,0.0
20230726:1210,357.74,441.99,58.57,18.14,5.79,0.0
20230726:1310,317.87,394.64,51.55,18.27,5.38,0.0
20230726:1410,376.99,465.59,42.56,18.65,4.9,0.0
20230726:1510,287.42,360.07,32.71,18.85,4.48,0.0
20230726:1610,161.59,213.74,22.59,18.28,4.62,0.0
20230726:1710,60.54,113.38,12.63,17.0,3.52,0.0
20230726:1810,4.65,15.29,3.14,16.24,3.86,0.0
20230726:1910,0.0,0.0,0.0,15.25,3.59,0.0
20230726:2010,0.0,0.0,0.0,14.44,3.59,0.0
20230726:2110,0.0,0.0,0.0,13.86,3.66,0.0
20230726:2210,0.0,0.0,0.0,13.5,3.52,0.0
20230726:2310,0.0,0.0,0.0,13.24,3.17,0.0
20230727:0010,0.0,0.0,0.0,13.04,3.1,0.0
20230727:0110,0.0,0.0,0.0,12.79,2.76,0.0
20230727:0210,0.0,0.0,0.0,12.46,2.21,0.0
20230727:0310,0.0,0.0,0.0,12.06,2.0,0.0
20230727:0410,19.16,36.31,6.0,11.79,1.79,0.0
20230727:0510,93.21,133.06,15.69,12.73,1.24,0.0
20230727:0610,288.94,370.32,25.74,14.72,1.31,0.0
20230727:0710,468.38,583.65,35.82,16.45,1.66,0.0
20230727:0810,572.34,720.03,45.47,17.75,1.93,0.0
20230727:0910,524.82,668.75,53.95,18.5,1.31,0.0
20230727:1010,623.21,815.87,59.94,19.03,0.76,0.0
20230727:1110,704.24,927.61,61.66,19.82,1.31,0.0
20230727:1210,472.73,601.02,58.36,20.44,2.21,0.0
20230727:1310,558.98,712.42,51.37,21.1,2.48,0.0
20230727:1410,497.96,629.83,42.4,21.56,2.76,0.0
20230727:1510,278.81,355.16,32.55,21.3,3.38,0.0
20230727:1610,159.31,213.87,22.44,20.93,3.79,0.0
20230727:1710,62.09,108.47,12.47,20.23,3.31,0.0
20230727:1810,4.03,14.33,2.98,19.25,2.9,0.0
20230727:1910,0.0,0.0,0.0,18.42,2.69,0.0
20230727:2010,0.0,0.0,0.0,17.67,2.48,0.0
20230727:2110,0.0,0.0,0.0,17.18,2.34,0.0
20230727:2210,0.0,0.0,0.0,16.69,2.07,0.0
20230727:2310,0.0,0.0,0.0,16.49,1.79,0.0
20230728:0010,0.0,0.0,0.0,16.14,1.59,0.0
20230728:0110,0.0,0.0,0.0,15.74,1.52,0.0
20230728:0210,0.0,0.0,0.0,15.51,1.59,0.0
20230728:0310,0.0,0.0,0.0,15.33,1.66,0.0
20230728:0410,0.01,5.73,5.84,15.12,1.79,0.0
20230728:0510,59.66,88.78,15.53,15.85,1.66,0.0
20230728:0610,203.18,263.73,25.59,17.92,1.86,0.0
20230728:0710,437.48,553.02,35.66,19.99,1.79,0.0
20230728:0810,541.02,694.95,45.3,22.25,1.86,0.0
20230728:0910,651.71,856.69,53.75,24.11,2.0,0.0
20230728:1010,103.28,146.35,59.73,25.62,2.14,0.0
20230728:1110,269.82,355.61,61.44,26.65,2.21,0.0
20230728:1210,679.7,913.84,58.15,26.64,1.86,0.0
20230728:1310,199.03,266.9,51.18,26.74,1.66,0.0
20230728:1410,503.64,659.13,42.23,26.45,1.79,0.0
20230728:1510,103.5,146.35,32.39,24.71,1.24,0.0
20230728:1610,19.84,39.03,22.28,24.07,0.9,0.0
20230728:1710,49.8,81.03,12.3,23.9,0.55,0.0
20230728:1810,0.0,1.91,2.8,22.88,0.34,0.0
20230728:1910,0.0,0.0,0.0,20.6,0.48,0.0
20230728:2010,0.0,0.0,0.0,19.28,1.03,0.0
20230728:2110,0.0,0.0,0.0,18.41,1.38,0.0
20230728:2210,0.0,0.0,0.0,17.68,1.45,0.0
20230728:2310,0.0,0.0,0.0,17.05,1.45,0.0
20230729:0010,0.0,0.0,0.0,16.41,1.31,0.0
20230729:0110,0.0,0.0,0.0,16.04,1.31,0.0
20230729:0210,0.0,0.0,0.0,15.65,1.31,0.0
20230729:0310,0.0,0.0,0.0,15.22,1.31,0.0
20230729:0410,8.84,21.98,5.66,15.0,1.31,0.0
20230729:0510,19.89,38.05,15.37,17.03,0.76,0.0
20230729:0610,59.57,89.76,25.43,19.93,0.55,0.0
20230729:0710,379.02,484.53,35.5,20.98,1.1,0.0
20230729:0810,581.68,746.4,45.12,21.85,2.0,0.0
20230729:0910,688.48,899.66,53.56,23.0,2.28,0.0
20230729:1010,726.45,959.02,59.5,24.21,2.55,0.0
20230729:1110,282.72,368.26,61.2,25.35,2.97,0.0
20230729:1210,186.74,248.79,57.94,25.29,2.83,0.0
20230729:1310,380.6,492.79,50.99,25.91,2.83,0.0
20230729:1410,35.34,60.49,42.05,26.22,2.62,0.0
20230729:1510,380.66,493.8,32.22,25.94,2.76,0.0
20230729:1610,207.68,290.22,22.11,25.26,2.21,0.0
20230729:1710,54.45,106.77,12.13,24.71,1.66,0.0
20230729:1810,1.08,8.6,2.62,23.63,1.38,0.0
20230729:1910,0.0,0.0,0.0,22.19,1.03,0.0
20230729:2010,0.0,0.0,0.0,20.61,1.31,0.0
20230729:2110,0.0,0.0,0.0,19.53,1.45,0.0
20230729:2210,0.0,0.0,0.0,18.71,1.38,0.0
20230729:2310,0.0,0.0,0.0,18.53,1.31,0.0
20230730:0010,0.0,0.0,0.0,18.59,1.38,0.0
20230730:0110,0.0,0.0,0.0,18.45,1.45,0.0
20230730:0210,0.0,0.0,0.0,18.63,1.52,0.0
20230730:0310,0.0,0.0,0.0,18.64,1.38,0.0
20230730:0410,0.0,4.78,5.49,18.3,1.1,0.0
20230730:0510,6.51,18.54,15.2,18.28,0.76,0.0
20230730:0610,32.06,54.64,25.27,19.1,0.69,0.0
20230730:0710,45.74,72.2,35.33,19.08,0.28,0.0
20230730:0810,94.51,132.69,44.95,19.67,0.14,0.0
20230730:0910,464.76,605.0,53.36,20.97,0.34,0.0
20230730:1010,620.25,827.43,59.28,22.14,0.62,0.0
20230730:1110,694.12,925.35,60.97,23.21,1.52,0.0
20230730:1210,113.29,158.06,57.71,24.73,2.34,0.0
20230730:1310,270.61,351.89,50.79,24.67,2.69,0.0
20230730:1410,512.33,655.88,41.87,24.82,3.17,0.0
20230730:1510,386.46,494.77,32.05,23.85,3.24,0.0
20230730:1610,145.01,198.72,21.94,23.35,2.76,0.0
20230730:1710,16.53,34.15,11.95,23.02,1.59,0.0
20230730:1810,1.97,10.51,2.43,21.91,1.03,0.0
20230730:1910,0.0,0.0,0.0,20.41,1.72,0.0
20230730:2010,0.0,0.0,0.0,19.9,2.07,0.0
20230730:2110,0.0,0.0,0.0,19.37,2.07,0.0
20230730:2210,0.0,0.0,0.0,18.79,2.14,0.0
20230730:2310,0.0,0.0,0.0,18.25,2.21,0.0
20230731:0010,0.0,0.0,0.0,17.7,2.07,0.0
20230731:0110,0.0,0.0,0.0,17.14,1.93,0.0
20230731:0210,0.0,0.0,0.0,16.77,1.79,0.0
20230731:0310,0.0,0.0,0.0,16.35,1.72,0.0
20230731:0410,14.63,30.58,5.32,16.0,1.72,0.0
20230731:0510,98.18,156.83,15.03,16.5,1.52,0.0
20230731:0610,273.45,356.51,25.1,18.17,1.59,0.0
20230731:0710,451.76,570.38,35.17,19.55,1.79,0.0
20230731:0810,589.78,749.09,44.77,20.86,2.48,0.0
20230731:0910,697.55,898.88,53.16,22.32,3.1,0.0
20230731:1010,629.01,814.77,59.05,23.53,2.97,0.0
20230731:1110,686.48,907.61,60.72,24.49,2.34,0.0
20230731:1210,661.64,879.24,57.49,24.9,1.86,0.0
20230731:1310,482.14,632.92,50.59,24.92,1.17,0.0
20230731:1410,288.04,376.73,41.69,25.28,1.45,0.0
20230731:1510,166.88,224.45,31.87,25.06,2.0,0.0
20230731:1610,178.58,246.2,21.76,24.45,2.21,0.0
20230731:1710,52.41,101.73,11.77,23.73,2.0,0.0
20230731:1810,1.51,9.56,2.24,22.57,1.86,0.0
20230731:1910,0.0,0.0,0.0,20.79,2.28,0.0
20230731:2010,0.0,0.0,0.0,20.04,2.07,0.0
20230731:2110,0.0,0.0,0.0,19.51,1.86,0.0
20230731:2210,0.0,0.0,0.0,18.91,2.0,0.0
20230731:2310,0.0,0.0,0.0,18.46,2.07,0.0
20230801:0010,0.0,0.0,0.0,18.07,2.0,0.0
20230801:0110,0.0,0.0,0.0,17.8,2.0,0.0
20230801:0210,0.0,0.0,0.0,17.6,2.07,0.0
20230801:0310,0.0,0.0,0.0,17.2,2.21,0.0
20230801:0410,0.0,3.82,5.14,16.97,2.21,0.0
