,elec,heat
2023-01-01 22:45:00+00:00,0.4256892471484169,0.1079921083072832
2023-01-01 23:00:00+00:00,0.457753130855651,0.1636679047897584
2023-01-01 23:15:00+00:00,0.39628382838532505,0.2120434969349781
2023-01-01 23:30:00+00:00,0.42069280676265663,0.11416720177928064
2023-01-01 23:45:00+00:00,0.43539284745112605,0.1363074213686355
2023-01-02 00:00:00+00:00,0.39893323280312837,0.18417738394369582
2023-01-02 00:15:00+00:00,0.4056578741013603,0.12728182535088955
2023-01-02 00:30:00+00:00,0.40483264984856426,0.15624188691106544
2023-01-02 00:45:00+00:00,0.43902896381604184,0.1691846674341666
2023-01-02 01:00:00+00:00,0.36786360079180136,0.04703112655961526
2023-01-02 01:15:00+00:00,0.38525741868689184,0.21540515919705422
2023-01-02 01:30:00+00:00,0.45076111053939927,0.12549435418181384
2023-01-02 01:45:00+00:00,0.4297441165342568,0.13046076313403634
2023-01-02 02:00:00+00:00,0.45176180621581896,0.1956086374947536
2023-01-02 02:15:00+00:00,0.4093234733512535,0.19279676134601134
2023-01-02 02:30:00+00:00,0.389723513405533,0.21340620524432513
2023-01-02 02:45:00+00:00,0.38089336715895605,0.18626572556905685
2023-01-02 03:00:00+00:00,0.45080801091380474,0.13401361454936933
2023-01-02 03:15:00+00:00,0.4507027019912989,0.17947872682049643
2023-01-02 03:30:00+00:00,0.4114191000586944,0.15345950301438718
2023-01-02 03:45:00+00:00,0.41482899957316943,0.10648504722103048
2023-01-02 04:00:00+00:00,0.42257160206110606,0.22572422698744188
2023-01-02 04:15:00+00:00,0.43608109000959056,0.14375809716670637
2023-01-02 04:30:00+00:00,0.4168918388160779,0.16270095758359832
2023-01-02 04:45:00+00:00,0.40913435028550227,0.1772442829295706
2023-01-02 05:00:00+00:00,0.3880054146642635,0.15044945548249292
2023-01-02 05:15:00+00:00,0.43721030559386403,0.16156327190437947
2023-01-02 05:30:00+00:00,0.40957547070002326,0.1477362234032348
2023-01-02 05:45:00+00:00,0.42461033007635784,0.22653235769232727
2023-01-02 06:00:00+00:00,0.4133201174493323,0.23942890649997103
2023-01-02 06:15:00+00:00,0.4036755907712899,0.14310048175856868
2023-01-02 06:30:00+00:00,0.4351548903886329,0.11334349074553425
2023-01-02 06:45:00+00:00,0.36613802566945464,0.12051330402224303
2023-01-02 07:00:00+00:00,0.43077504134418443,0.20552443824168626
2023-01-02 07:15:00+00:00,0.45311819610049564,0.0821907537907243
2023-01-02 07:30:00+00:00,0.46430640306457427,0.16870828896054932
2023-01-02 07:45:00+00:00,0.4301158099988378,0.1668251203824268
2023-01-02 08:00:00+00:00,0.4454868942319272,0.10187077295151653
2023-01-02 08:15:00+00:00,0.36510191661414326,0.14325657112307447
2023-01-02 08:30:00+00:00,0.4224989769729201,0.09714999582913805
2023-01-02 08:45:00+00:00,0.4760915903776638,0.1719203053425658
2023-01-02 09:00:00+00:00,0.3869775255858512,0.23855250193945884
2023-01-02 09:15:00+00:00,0.4063095938578725,0.1900888109188778
2023-01-02 09:30:00+00:00,0.39720880267351677,0.16015934207652344
2023-01-02 09:45:00+00:00,0.3891540053688704,0.16654937169651782
2023-01-02 10:00:00+00:00,0.418416697724386,0.15772695509105034
2023-01-02 10:15:00+00:00,0.4723887612010247,0.21343404106027458
2023-01-02 10:30:00+00:00,0.3911578565765466,0.2114702495062623
2023-01-02 10:45:00+00:00,0.41537544838624585,0.09036593902609495
2023-01-02 11:00:00+00:00,0.41071368710094913,0.22578878645645978
2023-01-02 11:15:00+00:00,0.37594208992756895,0.09925050311661357
2023-01-02 11:30:00+00:00,0.4135216808971872,0.13395981921604158
2023-01-02 11:45:00+00:00,0.3547421850501341,0.15049404676564962
2023-01-02 12:00:00+00:00,0.40223763796741646,0.15257853288137468
2023-01-02 12:15:00+00:00,0.4476704221887541,0.1614754785946161
2023-01-02 12:30:00+00:00,0.3770638161379303,0.16423936959354649
2023-01-02 12:45:00+00:00,0.4133542308892504,0.20793629798660587
2023-01-02 13:00:00+00:00,0.3869333267342135,0.15564040809426447
2023-01-02 13:15:00+00:00,0.4053392492476134,0.1405600976409579
2023-01-02 13:30:00+00:00,0.41625538399458256,0.18416164307884766
2023-01-02 13:45:00+00:00,0.39096319691439174,0.1253005284717122
2023-01-02 14:00:00+00:00,0.40728949650654617,0.13815907795315488
2023-01-02 14:15:00+00:00,0.41757691624483584,0.2189051927852983
2023-01-02 14:30:00+00:00,0.4337486827789244,0.18418821143900377
2023-01-02 14:45:00+00:00,0.4515357167412818,0.22291313568847176
2023-01-02 15:00:00+00:00,0.41847047194582404,0.271407737725478
2023-01-02 15:15:00+00:00,0.42391151900487073,0.21960903680614335
2023-01-02 15:30:00+00:00,0.3763594512748435,0.19977803172691022
2023-01-02 15:45:00+00:00,0.3994351973828747,0.17485476615930973
2023-01-02 16:00:00+00:00,0.41886813429918607,0.14388953795064888
2023-01-02 16:15:00+00:00,0.46973028532509686,0.11133438890012098
2023-01-02 16:30:00+00:00,0.4521673145535884,0.2146561025468826
2023-01-02 16:45:00+00:00,0.3852688590407537,0.19380227374710549
2023-01-02 17:00:00+00:00,0.3813494970563758,0.10944778554866552
2023-01-02 17:15:00+00:00,0.4260064396498356,0.1981145128039263
2023-01-02 17:30:00+00:00,0.36437136651087376,0.07310236080684693
2023-01-02 17:45:00+00:00,0.46972039902067575,0.22381742496298823
2023-01-02 18:00:00+00:00,0.3875145006617176,0.20457381679283645
2023-01-02 18:15:00+00:00,0.4530878903503103,0.16851068703283312
2023-01-02 18:30:00+00:00,0.44448898185823255,0.16979507755856482
2023-01-02 18:45:00+00:00,0.4301297471316008,0.1878292888557466
2023-01-02 19:00:00+00:00,0.4216824619587687,0.16444157347994123
2023-01-02 19:15:00+00:00,0.44620982604983433,0.16815767794194064
2023-01-02 19:30:00+00:00,0.3768136066057771,0.10449607679476737
2023-01-02 19:45:00+00:00,0.4170501302375012,0.2065602840627451
2023-01-02 20:00:00+00:00,0.452240650776288,0.1751181583920271
2023-01-02 20:15:00+00:00,0.3907465594064762,0.0932773692911048
2023-01-02 20:30:00+00:00,0.373695689202189,0.16876403195466716
2023-01-02 20:45:00+00:00,0.4364792519596242,0.10383597320480525
2023-01-02 21:00:00+00:00,0.40504717315969635,0.07805929195485846
2023-01-02 21:15:00+00:00,0.43676492294608094,0.19617682009230603
2023-01-02 21:30:00+00:00,0.4822904133247849,0.15461673770897322
2023-01-02 21:45:00+00:00,0.4390049437151992,0.19051652135072922
2023-01-02 22:00:00+00:00,0.44463723818463613,0.125123398913146
2023-01-02 22:15:00+00:00,0.4514112952822448,0.14124827151972963
2023-01-02 22:30:00+00:00,0.4187286909702553,0.198738278336756
2023-01-02 22:45:00+00:00,0.4402056259963664,0.12746883726747418
2023-01-02 23:00:00+00:00,0.36811758528718813,0.14965219257219567
2023-01-02 23:15:00+00:00,0.44632918483333767,0.13532459938377842
2023-01-02 23:30:00+00:00,0.4142057842762219,0.19033775006191536
2023-01-02 23:45:00+00:00,0.43756297997579746,0.14828477982533378
2023-01-03 00:00:00+00:00,0.4323580784591277,0.12744863965459474
2023-01-03 00:15:00+00:00,0.4359664516712383,0.1544991477126017
2023-01-03 00:30:00+00:00,0.39372453316873834,0.19673607946150246
2023-01-03 00:45:00+00:00,0.43021254467666203,0.18203146004449866
2023-01-03 01:00:00+00:00,0.4125235125235966,0.1675033946348087
2023-01-03 01:15:00+00:00,0.3887686358452797,0.08357420956902972
2023-01-03 01:30:00+00:00,0.3890080886202637,0.13236361254192391
2023-01-03 01:45:00+00:00,0.4336623125317198,0.17570222786476491
2023-01-03 02:00:00+00:00,0.4105697671613709,0.18898012860757019
2023-01-03 02:15:00+00:00,0.3784797754986222,0.23626290017631502
2023-01-03 02:30:00+00:00,0.4394590269359854,0.12570184530295705
2023-01-03 02:45:00+00:00,0.4762446973399993,0.2061280181974296
2023-01-03 03:00:00+00:00,0.4215638648529251,0.07766607708526083
2023-01-03 03:15:00+00:00,0.3907491621093432,0.1671258413470433
2023-01-03 03:30:00+00:00,0.4353363876129395,0.24781341794242479
2023-01-03 03:45:00+00:00,0.3510066992307189,0.08129631538719656
2023-01-03 04:00:00+00:00,0.4205552521379291,0.14462041475919485
2023-01-03 04:15:00+00:00,0.4036313820269812,0.17503765816513212
2023-01-03 04:30:00+00:00,0.37496528209085217,0.1050459497109062
2023-01-03 04:45:00+00:00,0.4029582694971033,0.2270475008698128
2023-01-03 05:00:00+00:00,0.4162964923717926,0.19471338395288765
2023-01-03 05:15:00+00:00,0.3998348021467967,0.17659936230987378
2023-01-03 05:30:00+00:00,0.41673603277892607,0.23056679649003514
2023-01-03 05:45:00+00:00,0.4355499013424624,0.15185920745117507
2023-01-03 06:00:00+00:00,0.429379680323957,0.1894400778731993
2023-01-03 06:15:00+00:00,0.40682162543853995,0.13940533662710397
2023-01-03 06:30:00+00:00,0.4147178754559288,0.16883294426914347
2023-01-03 06:45:00+00:00,0.4331017471634379,0.15626201635415382
2023-01-03 07:00:00+00:00,0.42347072397044433,0.13207293033099454
2023-01-03 07:15:00+00:00,0.39416828862364195,0.12004857878754614
2023-01-03 07:30:00+00:00,0.4489582252045558,0.172189811895245
2023-01-03 07:45:00+00:00,0.4745508121832461,0.08061246249688306
2023-01-03 08:00:00+00:00,0.4597351803617578,0.1543063325959316
2023-01-03 08:15:00+00:00,0.44818341268132883,0.2120998829807418
2023-01-03 08:30:00+00:00,0.4057915972994557,0.15241059165719703
2023-01-03 08:45:00+00:00,0.43970593931547797,0.0805273869411607
2023-01-03 09:00:00+00:00,0.4177208274946502,0.08581002241911863
2023-01-03 09:15:00+00:00,0.44590896732824475,0.17879470424280236
2023-01-03 09:30:00+00:00,0.44703999287100804,0.10524043259661454
2023-01-03 09:45:00+00:00,0.38627113185797174,0.06961326448112949
2023-01-03 10:00:00+00:00,0.44878531118695864,0.12060697035326243
2023-01-03 10:15:00+00:00,0.38483252253276073,0.21510770333845614
2023-01-03 10:30:00+00:00,0.47781113523038515,0.10196490704544803
2023-01-03 10:45:00+00:00,0.3506614114677583,0.13875125902181887
2023-01-03 11:00:00+00:00,0.41532727708026607,0.14108079816870808
2023-01-03 11:15:00+00:00,0.44790462704826567,0.2169018470274824
2023-01-03 11:30:00+00:00,0.41398642191250756,0.0985896961452829
2023-01-03 11:45:00+00:00,0.4064567431777343,0.14622410120285653
2023-01-03 12:00:00+00:00,0.4408212028280749,0.2021914266504287
2023-01-03 12:15:00+00:00,0.41937947541317344,0.14029869383961724
2023-01-03 12:30:00+00:00,0.35130140571542723,0.09218638655938248
2023-01-03 12:45:00+00:00,0.39551476580611494,0.09295133034385071
2023-01-03 13:00:00+00:00,0.3707660336731194,0.19526818418541386
2023-01-03 13:15:00+00:00,0.3655995731703704,0.17501054995431653
2023-01-03 13:30:00+00:00,0.36582640356514123,0.24001857484175962
2023-01-03 13:45:00+00:00,0.4266317574132321,0.16995451074469592
2023-01-03 14:00:00+00:00,0.3914007724626724,0.060204631877357015
2023-01-03 14:15:00+00:00,0.3964094105922856,0.20968244578208167
2023-01-03 14:30:00+00:00,0.41276387380013485,0.11988241462844104
2023-01-03 14:45:00+00:00,0.46517058224771174,0.19914423869762085
2023-01-03 15:00:00+00:00,0.4753728334992852,0.12581810199935498
2023-01-03 15:15:00+00:00,0.41162002498609507,0.09773236686641412
2023-01-03 15:30:00+00:00,0.40709022844148773,0.12156717336898076
2023-01-03 15:45:00+00:00,0.4469882616214612,0.1830165911611746
2023-01-03 16:00:00+00:00,0.4130051256944572,0.15486261399721743
2023-01-03 16:15:00+00:00,0.4089097016479657,0.1910122073166831
2023-01-03 16:30:00+00:00,0.3492295021366739,0.12714785110734883
2023-01-03 16:45:00+00:00,0.4574135746886134,0.17609141702070646
2023-01-03 17:00:00+00:00,0.4342888124609653,0.14642110553115484
2023-01-03 17:15:00+00:00,0.43509946758397317,0.1376987582832821
2023-01-03 17:30:00+00:00,0.4150454273142963,0.19116228497580182
2023-01-03 17:45:00+00:00,0.3947904693619419,0.13308237933261535
2023-01-03 18:00:00+00:00,0.4078428208815124,0.15421041595221702
2023-01-03 18:15:00+00:00,0.43093751675787806,0.228820822912155
2023-01-03 18:30:00+00:00,0.4127947605782508,0.16199105044158477
2023-01-03 18:45:00+00:00,0.43001029816664965,0.18371126046317396
2023-01-03 19:00:00+00:00,0.39550296695086307,0.1242818566019517
2023-01-03 19:15:00+00:00,0.43183113013034696,0.15535750324899802
2023-01-03 19:30:00+00:00,0.3673497578535011,0.09060818885331169
2023-01-03 19:45:00+00:00,0.4418266188226536,0.09538349408985833
2023-01-03 20:00:00+00:00,0.4217588819488087,0.12359804186146181
2023-01-03 20:15:00+00:00,0.45647234628348976,0.19118558198415755
2023-01-03 20:30:00+00:00,0.38595641521441115,0.11543742564732792
2023-01-03 20:45:00+00:00,0.3947070518708236,0.26531009834273567
2023-01-03 21:00:00+00:00,0.44927948987539845,0.15647041568476866
2023-01-03 21:15:00+00:00,0.40070284029740333,0.1166428268063582
2023-01-03 21:30:00+00:00,0.3528387213649288,0.1718414855413761
2023-01-03 21:45:00+00:00,0.45088130029946183,0.1262372094057388
2023-01-03 22:00:00+00:00,0.44855641933816126,0.1941231586335674
2023-01-03 22:15:00+00:00,0.47966383348066155,0.16198395128839313
2023-01-03 22:30:00+00:00,0.40005084427108983,0.20386803527271682
2023-01-03 22:45:00+00:00,0.4332704439268199,0.16096818153451192
2023-01-03 23:00:00+00:00,0.4523950255779535,0.18581368063108258
2023-01-03 23:15:00+00:00,0.44726493520571525,0.19623470422353845
2023-01-03 23:30:00+00:00,0.36147361956265056,0.2867729985670396
2023-01-03 23:45:00+00:00,0.3874277389711178,0.23380191343967552
2023-01-04 00:00:00+00:00,0.4750238184544827,0.16121818185808506
2023-01-04 00:15:00+00:00,0.42033259068217316,0.06699387091622191
2023-01-04 00:30:00+00:00,0.385903429333327,0.152555946100671
2023-01-04 00:45:00+00:00,0.4193512057876883,0.15091143188749837
2023-01-04 01:00:00+00:00,0.4091365238345941,0.16527950746962267
2023-01-04 01:15:00+00:00,0.456078243033202,0.0692283857925097
2023-01-04 01:30:00+00:00,0.42917449450718703,0.24338328690336014
2023-01-04 01:45:00+00:00,0.414586259859983,0.16900616993042739
2023-01-04 02:00:00+00:00,0.4360807277531755,0.12529520932526686
2023-01-04 02:15:00+00:00,0.43442970047066504,0.10044174097639366
2023-01-04 02:30:00+00:00,0.38717112988676855,0.15238854576681535
2023-01-04 02:45:00+00:00,0.41886483789940104,0.09399087474396696
2023-01-04 03:00:00+00:00,0.386737556808136,0.14668627142399174
2023-01-04 03:15:00+00:00,0.40284547926989883,0.08128777679573204
2023-01-04 03:30:00+00:00,0.39424573405823926,0.1365215762159958
2023-01-04 03:45:00+00:00,0.40522189347901516,0.1377155197889601
2023-01-04 04:00:00+00:00,0.4154973140714883,0.16747173419851272
2023-01-04 04:15:00+00:00,0.3779847550160493,0.10492272745832476
2023-01-04 04:30:00+00:00,0.4394838138178062,0.23902578437824556
2023-01-04 04:45:00+00:00,0.3709906423761525,0.1274491600433592
2023-01-04 05:00:00+00:00,0.4150009696580915,0.09881324874221642
2023-01-04 05:15:00+00:00,0.4092821614415297,0.18567194319397073
2023-01-04 05:30:00+00:00,0.39834618955688617,0.16366353790448523
2023-01-04 05:45:00+00:00,0.431915442949963,0.1519329531608518
2023-01-04 06:00:00+00:00,0.46569025497238126,0.19435344315341616
2023-01-04 06:15:00+00:00,0.45849658185734693,0.10817222114410327
2023-01-04 06:30:00+00:00,0.4047397982801469,0.2013637925444704
2023-01-04 06:45:00+00:00,0.43893044520062113,0.19953862153594365
2023-01-04 07:00:00+00:00,0.36260721320622114,0.12367307924965568
2023-01-04 07:15:00+00:00,0.4246244071200484,0.17546118588280313
2023-01-04 07:30:00+00:00,0.4370222140100904,0.1422094443378589
2023-01-04 07:45:00+00:00,0.3898360215639618,0.21695916680875532
2023-01-04 08:00:00+00:00,0.4764153350882661,0.08446729594604557
2023-01-04 08:15:00+00:00,0.4006079585581418,0.1549741219465136
2023-01-04 08:30:00+00:00,0.37243580707041657,0.15492375095337968
2023-01-04 08:45:00+00:00,0.42157013451305597,0.12761956855227363
2023-01-04 09:00:00+00:00,0.41935040999175266,0.18809530564179747
2023-01-04 09:15:00+00:00,0.3807617499196618,0.15429617197462378
2023-01-04 09:30:00+00:00,0.4262122178300021,0.03397856012095671
2023-01-04 09:45:00+00:00,0.4689507214776131,0.1292499193805169
2023-01-04 10:00:00+00:00,0.45025580352884137,0.1265652353075583
2023-01-04 10:15:00+00:00,0.413885477017962,0.1494516475386883
2023-01-04 10:30:00+00:00,0.4022624422736811,0.15651116940480161
2023-01-04 10:45:00+00:00,0.38235201792348167,0.24413448059952392
2023-01-04 11:00:00+00:00,0.41681733400086596,0.1027365914800886
2023-01-04 11:15:00+00:00,0.3705533830146578,0.21041221739143
2023-01-04 11:30:00+00:00,0.35794879282198605,0.2015145635547756
2023-01-04 11:45:00+00:00,0.42335776416184784,0.14326634409999633
2023-01-04 12:00:00+00:00,0.4635840938939348,0.18151926270172614
2023-01-04 12:15:00+00:00,0.4122113146731133,0.1477975616011722
2023-01-04 12:30:00+00:00,0.4090872550486771,0.20886628882813013
2023-01-04 12:45:00+00:00,0.4456863491748155,0.14256912777652186
2023-01-04 13:00:00+00:00,0.4473082926637684,0.2088464266691667
2023-01-04 13:15:00+00:00,0.3807413203341975,0.20157131852657095
2023-01-04 13:30:00+00:00,0.4496314162550355,0.15601371577143452
2023-01-04 13:45:00+00:00,0.3374340377996602,0.09842171295708524
2023-01-04 14:00:00+00:00,0.4709278638354502,0.12056873951627119
2023-01-04 14:15:00+00:00,0.4099440949939875,0.1885621634245387
2023-01-04 14:30:00+00:00,0.4070736930465954,0.18074396041838817
2023-01-04 14:45:00+00:00,0.4381284164699698,0.1811541169136384
2023-01-04 15:00:00+00:00,0.4170974454988153,0.1154833947110516
2023-01-04 15:15:00+00:00,0.4249112645029519,0.20551413309812766
2023-01-04 15:30:00+00:00,0.4307687162008238,0.17306431521952442
2023-01-04 15:45:00+00:00,0.4753459208114224,0.22380887334275112
2023-01-04 16:00:00+00:00,0.39459023308730395,0.14858907993036524
2023-01-04 16:15:00+00:00,0.4342298984795946,0.1258817544206092
2023-01-04 16:30:00+00:00,0.39792351797691466,0.18317522977309988
2023-01-04 16:45:00+00:00,0.4292426204772084,0.12616009009337012
2023-01-04 17:00:00+00:00,0.41175005263718556,0.20461062045420042
2023-01-04 17:15:00+00:00,0.416660322187626,0.22970119948269835
2023-01-04 17:30:00+00:00,0.37957197091277056,0.15629422275031127
2023-01-04 17:45:00+00:00,0.46860711276196665,0.1351740369790832
2023-01-04 18:00:00+00:00,0.4113852008298855,0.12947128046141865
2023-01-04 18:15:00+00:00,0.38309297378278545,0.23879939457557733
2023-01-04 18:30:00+00:00,0.4205523208181679,0.18133545592482142
2023-01-04 18:45:00+00:00,0.39355156277999237,0.11660397380855789
2023-01-04 19:00:00+00:00,0.4106620898278098,0.16285004210198478
2023-01-04 19:15:00+00:00,0.44019897373581185,0.2238648603892607
2023-01-04 19:30:00+00:00,0.3783141792164441,0.2550480758381367
2023-01-04 19:45:00+00:00,0.4359983020797048,0.1854248001709006
2023-01-04 20:00:00+00:00,0.41367462956590206,0.1228285886209786
2023-01-04 20:15:00+00:00,0.42036747408524544,0.10187502582269917
2023-01-04 20:30:00+00:00,0.4679695628500028,0.1926218958602801
2023-01-04 20:45:00+00:00,0.4509111031326146,0.19538356029728168
2023-01-04 21:00:00+00:00,0.4388268826535599,0.10856075668085582
2023-01-04 21:15:00+00:00,0.38976617611725173,0.1220341059281821
2023-01-04 21:30:00+00:00,0.42499655889677074,0.20678791231878535
2023-01-04 21:45:00+00:00,0.401266833802369,0.20424601127698477
2023-01-04 22:00:00+00:00,0.40483807767892876,0.17221618813284928
2023-01-04 22:15:00+00:00,0.4071271134999556,0.19511289746034186
2023-01-04 22:30:00+00:00,0.4223778716162092,0.14781440746920804
2023-01-04 22:45:00+00:00,0.4449348159534562,0.032973245659853045
2023-01-04 23:00:00+00:00,0.4145852546338281,0.11158577639548214
2023-01-04 23:15:00+00:00,0.4372459455462184,0.11686228377386745
2023-01-04 23:30:00+00:00,0.34166981168937943,0.26520207300112975
2023-01-04 23:45:00+00:00,0.44109344527404515,0.13829977631684598
2023-01-05 00:00:00+00:00,0.3868288394058392,0.19222750315718876
2023-01-05 00:15:00+00:00,0.3767474638971262,0.20065027890030063
2023-01-05 00:30:00+00:00,0.44637424563980516,0.10615797842921396
2023-01-05 00:45:00+00:00,0.4084860375442129,0.12191071267500628
2023-01-05 01:00:00+00:00,0.39953033999737875,0.06398259726910602
2023-01-05 01:15:00+00:00,0.4249949122632746,0.127760397300269
2023-01-05 01:30:00+00:00,0.4201297361723948,0.16079862445201018
2023-01-05 01:45:00+00:00,0.42727489241362204,0.10740159869153729
2023-01-05 02:00:00+00:00,0.47075616514945806,0.14199233213744147
2023-01-05 02:15:00+00:00,0.4215336389838063,0.11990975476451785
2023-01-05 02:30:00+00:00,0.39037229946847934,0.20226218591190243
2023-01-05 02:45:00+00:00,0.428941669355981,0.10963238568530621
2023-01-05 03:00:00+00:00,0.4577357505978401,0.1445853442052555
2023-01-05 03:15:00+00:00,0.38183805251883207,0.20545528856123324
2023-01-05 03:30:00+00:00,0.41573111585346373,0.16859861625442138
2023-01-05 03:45:00+00:00,0.43037876249227947,0.0917312006474819
